Catalogue/Guide Number,DOR ID,Inventory Number,Artist/Maker,Title,Group,Location,Site,Pleiades,TGN,TGN Web View,Begin Date,End Date,Date,Classification,Typology,Object Name,Medium,AAT,AAT Web View,Munsell,Height (cm),Width (cm),Depth (cm),Length (cm),Diameter (cm),Dimensions,Object Description,Culture,Image URL,Collection Page URL
gd. 9,26604,83.AD.354.195,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.2 cm (1 1/4 in.),"Fragment of female figure preserves head with traces of red color on the hair. Head tilted to the left. Hair is divided into multiple waves, tied in a large bun at back of head.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26604
gd. 9,26605,83.AD.354.196,Unknown,Fragment of a Female Figure,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 14.8 x W: 10.3 cm (5 13/16 x 4 1/16 in.),Fragment of a female figure missing head and most of both arms. Very encrusted and abrased. Four hanging tresses over the shoulder. Small pointed breasts.,South Italian,,http://www.getty.edu/art/collection/objects/26605
gd. 9,26606,83.AD.354.197,Unknown,Fragment of a Female Torso,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 6.3 x W: 8.2 cm (2 1/2 x 3 1/4 in.),"Fragment of female figure missing head and both arms; reconstructed from three fragments. Four hanging tresses, pointed breast.",South Italian,,http://www.getty.edu/art/collection/objects/26606
gd. 9,26607,83.AD.354.198,Unknown,Fragment of a Female Figure,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 8.3 x W: 5 cm (3 1/4 x 1 15/16 in.),"Fragment of a female figure preserves bust. Oval face, very abrased features. Hair is arranged in an arch with locks across the forehead and in three hanging locks placed over the shoulder. She wears a high polos with horizontal lines painted in red. Enti",South Italian,,http://www.getty.edu/art/collection/objects/26607
gd. 9,26608,83.AD.354.199,Unknown,Fragment of a Female Figure,,,,,,,-599,-575,early 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 7.1 x W: 2.4 cm (2 13/16 x 15/16 in.),"Fragment of standing female figure, with arms bent in front. Oval face, long nose, protruding eyes, Curly hair falling on either shoulder.",South Italian,,http://www.getty.edu/art/collection/objects/26608
gd. 9,26609,83.AD.354.200,Unknown,Seated Female Figure,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 6.5 x W: 3.4 cm (2 9/16 x 1 5/16 in.),"Fragment of seated female figure; preserved upper body, similar to 83.AD.354.246.",South Italian,,http://www.getty.edu/art/collection/objects/26609
gd. 9,26610,83.AD.354.201,Unknown,Standing Female Figure,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 7.6 x W: 4 cm (3 x 1 9/16 in.),"Fragment of standing female figure missing head and arms. Flat figurine, standing with legs placed together, bending forward. Abrased.",South Italian,,http://www.getty.edu/art/collection/objects/26610
gd. 9,26611,83.AD.354.202,Unknown,Female Head Fragment,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 8.8 cm (3 7/16 in.),"Fragment of female figure preserves part of head. Oval elongated face, big nose, fleshy smiling mouth.",South Italian,,http://www.getty.edu/art/collection/objects/26611
gd. 9,26612,83.AD.354.203,Unknown,Female Head,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 6.3 cm (2 1/2 in.),"Fragment of female figure preserves head; part of polos is broken off. Same type as 81.AD.187.24, but smaller in size.",South Italian,,http://www.getty.edu/art/collection/objects/26612
gd. 9,26613,83.AD.354.204,Unknown,Female Head,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 7.6 cm (3 in.),Fragment of female figure preserves head with part of polos broken off. Same type as 81.AD.187.24 but smaller in size.,South Italian,,http://www.getty.edu/art/collection/objects/26613
gd. 9,26614,83.AD.354.205,Unknown,Hooded Female Head,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.5 cm (1 3/4 in.),"Fragment of female figure preserves hooded head with white engobe and traces of red color on the hood. Hair is tied in a knot on top of the head, covered by a himation. Edge of himation is scalloped at front.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26614
gd. 9,26615,83.AD.354.206,Unknown,Head with Wreath,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Human figure,Terracotta (orange clay),,,,,,,,,Object: H: 3.8 cm (1 1/2 in.),Fragment of human figure preserves head with wreath. Head tilted to the left. Very abrased oval face with full cheecks. Hair is parted and tied at back of head. Preserved from wreath is a berry on the right side.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26615
gd. 9,26616,83.AD.354.207,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale ocher clay),,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),"Fragment of female figure preserves head with melon coiffure. Oval face with semi-closed eyes, fleshy mouth. Hair divided in eighteen waves, tied in a broad high bun. Round earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26616
gd. 9,26617,83.AD.354.208,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.8 cm (1 1/2 in.),"Fragment of female figure preserves head tilted to the left. Oval face with small deep-set eyes, fleshy mouth. Hair divided in multiple waves, tied in a high knot at back of head. Coiffure appears to relate to Knidian type. Traces of red color on the left",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26617
gd. 9,26618,83.AD.354.209,Unknown,"Front of a Head, Protome",,,,,,,-599,-500,6th century BC,Sculpture,,Human figure,Terracotta,,,,,,,,,Object: H: 12.6 x W: 10 cm (4 15/16 x 3 15/16 in.),"Fragment preserves front of a head, protome.",South Italian,,http://www.getty.edu/art/collection/objects/26618
gd. 9,26619,83.AD.354.210,Unknown,Female Head with Conical Polos,,,,,,,-550,-550,mid-6th century BC,Sculpture,,Female figure,Terracotta (orange-ocher clay),,,,,,,,,Object: H: 10.7 cm (4 3/16 in.),"Fragment preserves female head with conical polos. Oval face, pointed chin, long nose, almond-shaped eyes, hair in plastic locks shorter in the middle. Same type as 81.AD.187.24 (figure with tubular shaped lower body).",South Italian,,http://www.getty.edu/art/collection/objects/26619
gd. 9,26620,83.AD.354.211,Unknown,Female Head,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 7.3 cm (2 7/8 in.),Very friable. Same type as 77.AD.75.,South Italian,,http://www.getty.edu/art/collection/objects/26620
gd. 9,26621,83.AD.354.212,Unknown,Female Head,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 7.4 cm (2 15/16 in.),Same type as 81.AD.187.24 but smaller in size. Polos on figurine's left side is chipped on top.,South Italian,,http://www.getty.edu/art/collection/objects/26621
gd. 9,26622,83.AD.354.213,Unknown,Female Head with Conical Polos,,,,,,,-550,-550,mid-6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 10.5 cm (4 1/8 in.),Fragment of female figure preserves head with conical polos. Similar to 83.AD.354.80 but smaller in size. Tip of polos is slightly bent forward.,South Italian,,http://www.getty.edu/art/collection/objects/26622
gd. 9,26623,83.AD.354.214,Unknown,Head with Wreath and Bow Knot(?),,,,,,,-324,-275,late 4th - early 3rd century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 5.6 cm (2 3/16 in.),"Fragment of female figure preserves head with wreath and bow knot. Head tilted to the right, oval face, turned-down eyes, long nose, fleshy mouth. Curly hair across forehead tied in a high knot at back of head, fastened by a thick wreath(?) Head appears t",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26623
gd. 9,26624,83.AD.354.215,Unknown,Female Head,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 6.5 cm (2 9/16 in.),"Fragment of female figure preserves head and right shoulder. Very abrased and encrusted. Long, oval face, pointed chin. Hair probably arranged in an arch placed across the forehead hanging in tresses to the shoulder. She wears a high polos. Faint traces o",South Italian,,http://www.getty.edu/art/collection/objects/26624
gd. 9,26625,83.AD.354.216,Unknown,Female Head,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 7.8 cm (3 1/16 in.),Fragment of female figure preserves head similar to 81.AD.187.24 but smaller in size and with longer face. Very encrusted.,South Italian,,http://www.getty.edu/art/collection/objects/26625
gd. 9,26626,83.AD.354.217,Unknown,Female Head Fragment,,,,,,,-599,-499,6th - 5th century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 7.7 cm (3 1/16 in.),"Fragment preserves head of female figure, very encrusted and abrased. Oval face, big nose, hair forms an arch across the forehead.",South Italian,,http://www.getty.edu/art/collection/objects/26626
gd. 9,26627,83.AD.354.218,Unknown,Fragment of a Female Torso,,,,,,,-599,-499,6th - 5th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 4.5 x W: 5.2 cm (1 3/4 x 2 1/16 in.),Fragment of female figure preserves torso; pointed breasts.,South Italian,,http://www.getty.edu/art/collection/objects/26627
gd. 9,26628,83.AD.354.219,Unknown,Fragment of a Seated Female Figure,,,,,,,-550,-550,mid-6th century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 10.1 x W: 8 cm (4 x 3 1/8 in.),"Fragment of a seated female preserves upper body, missing head and left arm. Right arm is bent forward. Lower body is ""saddle-shaped"". Four hanging tresses on either shoulder.",South Italian,,http://www.getty.edu/art/collection/objects/26628
gd. 9,26629,83.AD.354.220,Unknown,Protome (Fragment),,,,,,,-599,-399,6th - 4th century BC,Sculpture,,Human figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 7.2 cm (2 13/16 in.),"Protome fragment; preserved nose, mouth and left cheek. Projecting, slightly  smiling lips.",South Italian,,http://www.getty.edu/art/collection/objects/26629
gd. 9,26630,83.AD.354.221,Unknown,Female Head,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 4.8 cm (1 7/8 in.),"Fragment of female figure preserves head. Abrased, encrusted face. Long nose, pointed chin. Hair placed across the forehead. High polos.",South Italian,,http://www.getty.edu/art/collection/objects/26630
gd. 9,26631,83.AD.354.222,Unknown,Female Head (Fragment),,,,,,,-499,-475,early 5th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 5.7 cm (2 1/4 in.),"Fragment of female figure preserves face; long oval face, long nose, almond-shaped protruding eyes, slightly smiling mouth. Hair arranged in arch of locks placed across the forehead.",South Italian,,http://www.getty.edu/art/collection/objects/26631
gd. 9,26632,83.AD.354.223,Unknown,Female Head,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.5 cm (2 3/16 in.),"Fragment of female figure preserves head. Very abrased, encrusted long face and nose. She wears a wide high polos that is chipped off.",South Italian,,http://www.getty.edu/art/collection/objects/26632
gd. 9,26633,83.AD.354.224,Unknown,Female Head,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 8.6 cm (3 3/8 in.),Fragment of female figure preserves head. Same type as 81.AD.187.24 but with thinner face.,South Italian,,http://www.getty.edu/art/collection/objects/26633
gd. 9,26634,83.AD.354.225,Unknown,Female Head,,,,,,,-499,-475,early 5th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.1 cm (2 in.),"Fragment of female figure preserves very abrased, encrusted head. Female is wearing a wide polos. Oval face with parted hair.",South Italian,,http://www.getty.edu/art/collection/objects/26634
gd. 9,26635,83.AD.354.226,Unknown,Fragment of a Seated Female Figure,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 13.6 x W: 7.4 cm (5 3/8 x 2 15/16 in.),"Fragment of a seated female figure missing most of right arm, left is re-attached, chip off at front of polos. Very abrased. Oval smiling face. Hair forms an arch across the forehead falling on shoulder in tresses.",South Italian,,http://www.getty.edu/art/collection/objects/26635
gd. 9,26636,83.AD.354.227,Unknown,Seated Female Figure,,,,,,,-550,-550,mid-6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 5.2 x W: 4.7 cm (2 1/16 x 1 7/8 in.),"Fragment of seated female figure preserves upper body including arms. Two flat disks on her shoulder. She wears a polos with a segmented upper ring. This type probably corresponds to the ""saddle-shaped"" lower body female.",South Italian,,http://www.getty.edu/art/collection/objects/26636
gd. 9,26637,83.AD.354.228,Unknown,Seated Female Figure,,,,,,,-499,-475,early 5th century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 16.7 x W: 4.8 cm (6 9/16 x 1 7/8 in.),"Female figure seated on a throne with footstool. Left arm is placed on armrest, right on her knee holding an attribute(?). She wears a chiton and a polos. Body is completely flat. Hair is arranged in an arch placed across the forehead, falling on the shou",South Italian,,http://www.getty.edu/art/collection/objects/26637
gd. 9,26638,83.AD.354.229,Unknown,Female Head,,,,,,,-499,-475,early 5th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 5.4 cm (2 1/8 in.),"Fragment of a female figure preserves head with chipped off, missing polos. Very encrusted and abrased. Oval face, big nose, fleshy smiling mouth. Hair in an arch placed across the forehead (missing).",South Italian,,http://www.getty.edu/art/collection/objects/26638
gd. 9,26639,83.AD.354.230,Unknown,Female Torso,,,,,,,-549,-500,second half of 6th century BC,Sculpture,,Female figure,Terracotta (cream clay),,,,,,,,,Object: H: 7.4 x W: 5.3 cm (2 15/16 x 2 1/16 in.),"Fragment of a female figure preserves torso missing most of both arms. Flat figure, very abrased, unclear features. Hair falling in tresses at front.",South Italian,,http://www.getty.edu/art/collection/objects/26639
gd. 9,26640,83.AD.354.231,Unknown,Female Head,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.7 cm (2 1/4 in.),"Fragment of female figure preserves abrased, encrusted head. Oval face, large almond-shaped eyes. Hair forming an arch placed across the forehead. Fainttraces or purple color over the hair.",South Italian,,http://www.getty.edu/art/collection/objects/26640
gd. 9,26641,83.AD.354.232,Unknown,Female Head,,,,,,,-524,-500,late 6th century BC,Sculpture,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 4.3 cm (1 11/16 in.),"Fragment of a female figure preserves very abrased, encrusted head with wide polos. Long, oval face, pointed chin, almond-shaped eyes. Hair is arranged in locks in an arch, placed across the forehead.",South Italian,,http://www.getty.edu/art/collection/objects/26641
gd. 9,26642,83.AD.354.233,Unknown,Seated Female Figure,,,,,,,-599,-550,first half of 6th century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 10.3 x W: 4.3 cm (4 1/16 x 1 11/16 in.),Seated female figure made from a clay strip bent at the hips and knees. The arms (missing) were bent forward. She wears a girdled chiton and a polos with a serrated upper edge. Hair is arranged in an arch of locks placed across the forehead; two hanging m,South Italian,,http://www.getty.edu/art/collection/objects/26642
